speaker,words,timestamp
Leonard Feather,You know the composition?,00:11:06
George Russell,"No, but I get images of, when I listened to the music, of someone standing in front of a huge stage with his shadow reflected on the curtain and saying this is an orchestra.",00:11:24
George Russell,"But, if it has any connection to do with that particular orchestra, I think that it's best days were when Mulligan came into the band and wrote Youngblood and Bill Holman and wrote Theme and Variations and some other things that were done. I can't think of them offhand. Theme and Variations and, yeah. It was... Was it Rusa or Holman? You may have pulled one on me.",00:11:49
Leonard Feather,It may not have been either.,00:12:48
George Russell,"But I mean, that's off the record. You got the tape going.",00:12:53
Leonard Feather,Whoever it was.,00:12:59
George Russell,"Well I would rate it two stars for orchestral technique. Being able to... I've always respected, even though it's not a lot of music, but I respect just being able to handle an orchestra of that size and produce that kind of sound and moving textures so. Well, musically it may be an embellishment of a modern kind of theme. You could make, you can have 10 and 15 brass and anything will sound impressive. But still, it takes technique to handle that many instruments. It's technique.",00:13:05
Leonard Feather,You feel it was overwritten?,00:14:09
George Russell,"Well, it was overwritten because the theme didn't demand... Actually, the theme wasn't profound enough to demand that kind of orchestra, actually.",00:14:10
Leonard Feather,No particular comment on the tenor player?,00:14:25
George Russell,I didn't care for the tenor player.,00:14:31
Leonard Feather,Oh.,00:14:33
