speaker,words,timestamp
Rob McConnell,"I have no idea who it is or what it is. It's an awful distance from Count Basie to this music and I haven't traveled the distance too well, I'm afraid. There's a bunch of good players. I like the alto solo. I don't understand this music. And if not understanding it is... Also, I do not understand it and do not enjoy it that much. And yet I'm probably sticking my neck right in the noose because I don't... It's probably people I know and respect that do this music. Sometimes I like it in a live situation, but I wouldn't listen to it for pleasure. And it wasn't emotionally... It didn't emotionally involve me. It was kind of a smile and didn't mind it. But I don't know what all that noise was from the rhythm section and assorted electronic gear. So I must be honest, I just didn't enjoy it that much. Don't know who, I haven't the faintest idea who it is. Gifted the players. The Alto solo particularly. And it was well played and all, but I just don't understand that music. I would give one to five stars.",29:09
Leonard Feather,One is poor two is fair.,30:52
Rob McConnell,"Two, two-and-a-half.",30:54
Leonard Feather,"Would you mind if leave the machine on, cause I'd like to get your reaction to who it was, it was Gil Evans.",30:57
Rob McConnell,Yeah.,31:02
Leonard Feather,Was that surprising?,31:02
Rob McConnell,"No, not really. Gil Evans. I prefer the original version of Gil Evans. Porgy and Bess and Miles and Hutton, etc. I don't... Gil has left me and I'm sorry about it because he's was to me the Oh you know, the top three, four, maybe one, two arrangers of all time.",31:05
Leonard Feather,Okay.,31:36
[Plays unknown song],,
Rob McConnell,You're a sneaky person. I don't... I've never heard that before. The live recording of some kind.,31:46
Leonard Feather,[inaudible].,31:53
Rob McConnell,"Wouldn't you? Yeah, yeah. I love that tune. Prefer the original rendition of it, I'm afraid to say. I found the chart a little un-calm. Is it a little hectic at times. The section had got a nice group behind both the trumpet solos, I think it was two different trumpet players. And the first one sounded like Freddie Hubbard and the second one sounded like Dizzy. Was an excellent trombone solo. Some kind of JJ Johnson clone or something of that kind. I don't know who it is. I thought the rhythm section was great behind the trumpet solos. I would give more to the performance than the chart. The performance I think was overall very good. The rhythm section was grooving along. And I think everybody played well. But I just found the chart a little unnerving. So I would give maybe a three and a half, four for the performance and, and, and a little less maybe for the chart. I haven't really any idea who it is.",31:58
Leonard Feather,"No, that would not be somebody you would know.",33:22
"[Plays ""You Know"" by Gerald Wilson, from Lomelin, Discovery Records (1981). Personnel: Gerald Wilson: composer; Ernie Watts: flute, tenor saxophone; Garnett Brown: trombone.]",,
Rob McConnell,"Yeah, I have. I have no idea who this is either. I didn't care for the composition very much. Was kind of one of those two chord, three chord, four chord jobs. It wasn't any ""Autumn in New York."" So that's apologies to the composer. That is not really up my alley. I found the chart a little... The composition a little disquieting when it goes from just straight swing time to straight eighths. I found it never really established itself in some sort of, well is this straight eights or swing time. So I found it disconcerting rather than fresh and exciting. The trombone solo, all the solos were fine. Trombone, tenor, flute. I hate a fade ending and I've done it and I've hated it when I've done it. I just think I like traditional music better than that. I'm a traditional person and that would be somewhere in the middle three stars. I have no idea really who, who it is.",33:31
"[Plays ""Aristocracy a la Jean Lafitte"" by Duke Ellington, from New Orleans Suite, Atlantic Records (1971). Personnel: Duke Ellington: composer; Harry Carney: baritone saxophone; Fred Stone: flugelhorn; Johnny Hodges: alto saxophone.]",,
Rob McConnell,"Well I think that was Duke's Band with a flugelhorn player from Toronto, Freddie Stone, who's an old compatriot and a fellow musician. And I don't... Harry Carney and Hodges and the band from I guess I would say early seventies, maybe would be a guess. I don't know whether that's Duke's song. I don't know whose song it is. It was a kind of pleasant jazz waltz, 10 stars for Duke Ellington, anything he did in his life. He's the father of us all, all the writers, all the band leaders. Well, that's enough. I enjoyed it. I've enjoyed other Duke Ellington music more, but that's neither here nor there.",35:10
Leonard Feather,Yeah. What was that additional comment?,36:16
Rob McConnell,"I hadn't heard that piece before. Would recognize Freddie Stone anywhere probably cause we played for years together. He was in the original bands that I had, including the Boss Brass and is a distinctive player.",36:27
